site,genus,species,forklength,lowest_taxon,collection
MR,Lepomis,macrochirus,40,L.macrochirus,2017-10-31
MR,Lepomis,macrochirus,22,L.macrochirus,2017-10-31
MR,Lepomis,macrochirus,42,L.macrochirus,2017-10-31
MR,Lepomis,macrochirus,40,L.macrochirus,2017-10-31
MR,Lepomis,macrochirus,24,L.macrochirus,2017-10-31
MR,Lepomis,megalotis,34,L.megalotis,2017-10-31
MR,Lepomis,megalotis,78,L.megalotis,2017-10-31
MR,Lepomis,megalotis,40,L.megalotis,2017-10-31
MR,Lepomis,megalotis,24,L.megalotis,2017-10-31
MR,Poecilia,formosa,40,P.formosa,2017-10-31
MR,Poecilia,latipinna,47,P.latipinna,2017-10-31
MR,Poecilia,latipinna,49,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,41,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,42,P.latipinna,2017-10-31
MR,Poecilia,latipinna,43,P.latipinna,2017-10-31
MR,Poecilia,latipinna,41,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,36,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,37,P.latipinna,2017-10-31
MR,Poecilia,latipinna,42,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,43,P.latipinna,2017-10-31
MR,Poecilia,latipinna,41,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
MR,Poecilia,latipinna,41,P.latipinna,2017-10-31
MR,Poecilia,latipinna,40,P.latipinna,2017-10-31
AR,Anguilla,rostrata,430,A.rostrata,2017-11-01
AR,Anguilla,rostrata,340,A.rostrata,2017-11-01
AR,Cyprinella,lutrensis,35,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,34,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,34,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,32,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,37,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,33,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,44,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,34,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,37,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,35,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,24,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,42,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,43,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,33,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,42,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,32,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,33,C.lutrensis,2017-11-01
AR,Cyprinella,lutrensis,31,C.lutrensis,2017-11-01
AR,Gambusia,affinis,24,G.affinis,2017-11-01
AR,Gambusia,affinis,21,G.affinis,2017-11-01
AR,Gambusia,affinis,25,G.affinis,2017-11-01
AR,Gambusia,affinis,26,G.affinis,2017-11-01
AR,Gambusia,affinis,33,G.affinis,2017-11-01
AR,Gambusia,affinis,22,G.affinis,2017-11-01
AR,Gambusia,affinis,25,G.affinis,2017-11-01
AR,Gambusia,affinis,25,G.affinis,2017-11-01
AR,Gambusia,affinis,27,G.affinis,2017-11-01
AR,Gambusia,affinis,30,G.affinis,2017-11-01
AR,Herichthys,cyanoguttatus,49,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,36,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,42,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,44,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,131,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,50,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,29,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,30,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,58,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,40,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,61,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,45,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,48,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,35,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,47,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,44,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,46,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,48,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,32,H.cyanoguttatus,2017-11-01
AR,Herichthys,cyanoguttatus,28,H.cyanoguttatus,2017-11-01
AR,Lepisosteus,oculatus,580,L.oculatus,2017-11-01
AR,Lepomis,auritius,137,L.auritius,2017-11-01
AR,Lepomis,cyanellus,96,L.cyanellus,2017-11-01
AR,Lepomis,macrochirus,125,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,22,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,51,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,26,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,27,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,28,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,21,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,117,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,93,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,175,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,93,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,40,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,35,L.macrochirus,2017-11-01
AR,Lepomis,macrochirus,117,L.macrochirus,2017-11-01
AR,Lepomis,megalotis,62,L.megalotis,2017-11-01
AR,Lepomis,megalotis,125,L.megalotis,2017-11-01
AR,Lepomis,megalotis,184,L.megalotis,2017-11-01
AR,Lepomis,megalotis,43,L.megalotis,2017-11-01
AR,Lepomis,megalotis,44,L.megalotis,2017-11-01
AR,Lepomis,megalotis,55,L.megalotis,2017-11-01
AR,Lepomis,megalotis,28,L.megalotis,2017-11-01
AR,Lepomis,megalotis,35,L.megalotis,2017-11-01
AR,Lepomis,megalotis,58,L.megalotis,2017-11-01
AR,Lepomis,megalotis,38,L.megalotis,2017-11-01
AR,Lepomis,megalotis,69,L.megalotis,2017-11-01
AR,Lepomis,megalotis,44,L.megalotis,2017-11-01
AR,Lepomis,megalotis,46,L.megalotis,2017-11-01
AR,Lepomis,megalotis,39,L.megalotis,2017-11-01
AR,Lepomis,megalotis,83,L.megalotis,2017-11-01
AR,Lepomis,megalotis,36,L.megalotis,2017-11-01
AR,Lepomis,megalotis,31,L.megalotis,2017-11-01
AR,Lepomis,megalotis,30,L.megalotis,2017-11-01
AR,Lepomis,megalotis,56,L.megalotis,2017-11-01
AR,Lepomis,megalotis,24,L.megalotis,2017-11-01
AR,Micropterus,salmoides,145,M.salmoides,2017-11-01
PDC,Fundulus,notatus,55,F.notatus,2017-11-01
PDC,Fundulus,notatus,45,F.notatus,2017-11-01
PDC,Fundulus,notatus,55,F.notatus,2017-11-01
PDC,Fundulus,notatus,33,F.notatus,2017-11-01
PDC,Fundulus,notatus,41,F.notatus,2017-11-01
PDC,Fundulus,notatus,24,F.notatus,2017-11-01
PDC,Fundulus,notatus,34,F.notatus,2017-11-01
PDC,Gambusia,affinis,26,G.affinis,2017-11-01
PDC,Gambusia,affinis,19,G.affinis,2017-11-01
PDC,Gambusia,affinis,22,G.affinis,2017-11-01
PDC,Gambusia,affinis,26,G.affinis,2017-11-01
PDC,Gambusia,affinis,26,G.affinis,2017-11-01
PDC,Gambusia,affinis,20,G.affinis,2017-11-01
PDC,Gambusia,affinis,21,G.affinis,2017-11-01
PDC,Gambusia,affinis,23,G.affinis,2017-11-01
PDC,Gambusia,affinis,25,G.affinis,2017-11-01
PDC,Gambusia,affinis,23,G.affinis,2017-11-01
PDC,Gambusia,affinis,21,G.affinis,2017-11-01
PDC,Gambusia,affinis,27,G.affinis,2017-11-01
PDC,Gambusia,affinis,26,G.affinis,2017-11-01
PDC,Herichthys,cyanoguttatus,19,H.cyanoguttatus,2017-11-01
PDC,Herichthys,cyanoguttatus,55,H.cyanoguttatus,2017-11-01
PDC,Lepisosteus,oculatus,450,L.oculatus,2017-11-01
PDC,Lepomis,auritius,54,L.auritius,2017-11-01
PDC,Lepomis,auritius,135,L.auritius,2017-11-01
PDC,Lepomis,auritius,102,L.auritius,2017-11-01
PDC,Lepomis,auritius,60,L.auritius,2017-11-01
PDC,Lepomis,auritius,84,L.auritius,2017-11-01
PDC,Lepomis,auritius,125,L.auritius,2017-11-01
PDC,Lepomis,auritius,96,L.auritius,2017-11-01
PDC,Lepomis,auritius,70,L.auritius,2017-11-01
PDC,Lepomis,auritius,98,L.auritius,2017-11-01
PDC,Lepomis,auritius,79,L.auritius,2017-11-01
PDC,Lepomis,auritius,86,L.auritius,2017-11-01
PDC,Lepomis,auritius,77,L.auritius,2017-11-01
PDC,Lepomis,auritius,84,L.auritius,2017-11-01
PDC,Lepomis,macrochirus,104,L.macrochirus,2017-11-01
PDC,Lepomis,macrochirus,65,L.macrochirus,2017-11-01
PDC,Lepomis,macrochirus,64,L.macrochirus,2017-11-01
PDC,Lepomis,macrochirus,60,L.macrochirus,2017-11-01
PDC,Lepomis,macrochirus,56,L.macrochirus,2017-11-01
PDC,Lepomis,microlophus,70,L.microlophus,2017-11-01
PDC,Lepomis,microlophus,78,L.microlophus,2017-11-01
PDC,Lepomis,microlophus,53,L.microlophus,2017-11-01
PDC,Lepomis,microlophus,52,L.microlophus,2017-11-01
PDC,Lepomis,microlophus,28,L.microlophus,2017-11-01
PDC,Micropterus,salmoides,190,M.salmoides,2017-11-01
PDC,Micropterus,salmoides,102,M.salmoides,2017-11-01
EMC,Ameiurus,natalis,102,A.natalis,2017-11-03
EMC,Cyprinella,lutrensis,42,C.lutrensis,2017-11-03
EMC,Cyprinella,lutrensis,32,C.lutrensis,2017-11-03
EMC,Dorosoma,cepedianum,174,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,166,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,135,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,111,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,135,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,114,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,112,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,132,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,135,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,158,D.cepedianum,2017-11-03
EMC,Dorosoma,cepedianum,122,D.cepedianum,2017-11-03
EMC,Etheostoma,gracile,37,E.gracile,2017-11-03
EMC,Etheostoma,gracile,38,E.gracile,2017-11-03
EMC,Etheostoma,gracile,36,E.gracile,2017-11-03
EMC,Etheostoma,gracile,32,E.gracile,2017-11-03
EMC,Gambusia,affinis,28,G.affinis,2017-11-03
EMC,Gambusia,affinis,23,G.affinis,2017-11-03
EMC,Gambusia,affinis,38,G.affinis,2017-11-03
EMC,Gambusia,affinis,32,G.affinis,2017-11-03
EMC,Gambusia,affinis,24,G.affinis,2017-11-03
EMC,Gambusia,affinis,25,G.affinis,2017-11-03
EMC,Gambusia,affinis,30,G.affinis,2017-11-03
EMC,Gambusia,affinis,35,G.affinis,2017-11-03
EMC,Gambusia,affinis,27,G.affinis,2017-11-03
EMC,Gambusia,affinis,42,G.affinis,2017-11-03
EMC,Gambusia,affinis,33,G.affinis,2017-11-03
EMC,Gambusia,affinis,28,G.affinis,2017-11-03
EMC,Gambusia,affinis,25,G.affinis,2017-11-03
EMC,Gambusia,affinis,33,G.affinis,2017-11-03
EMC,Gambusia,affinis,22,G.affinis,2017-11-03
EMC,Gambusia,affinis,22,G.affinis,2017-11-03
EMC,Gambusia,affinis,25,G.affinis,2017-11-03
EMC,Gambusia,affinis,27,G.affinis,2017-11-03
EMC,Gambusia,affinis,25,G.affinis,2017-11-03
EMC,Gambusia,affinis,24,G.affinis,2017-11-03
EMC,Ictalurus,punctatus,225,I.punctatus,2017-11-03
EMC,Ictalurus,punctatus,113,I.punctatus,2017-11-03
EMC,Lepisosteus,oculatus,484,L.oculatus,2017-11-03
EMC,Lepomis,auritius,127,L.auritius,2017-11-03
EMC,Lepomis,auritius,68,L.auritius,2017-11-03
EMC,Lepomis,auritius,64,L.auritius,2017-11-03
EMC,Lepomis,gulosus,59,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,77,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,58,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,37,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,70,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,62,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,74,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,119,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,87,L.gulosus,2017-11-03
EMC,Lepomis,gulosus,64,L.gulosus,2017-11-03
EMC,Lepomis,macrochirus,91,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,28,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,39,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,99,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,48,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,85,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,42,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,103,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,87,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,98,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,59,L.macrochirus,2017-11-03
EMC,Lepomis,macrochirus,27,L.macrochirus,2017-11-03
EMC,Lepomis,megalotis,69,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,84,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,77,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,39,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,40,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,58,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,108,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,35,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,33,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,33,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,43,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,34,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,65,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,80,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,72,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,52,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,80,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,67,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,47,L.megalotis,2017-11-03
EMC,Lepomis,megalotis,29,L.megalotis,2017-11-03
EMC,Lepomis,miniatus,56,L.miniatus,2017-11-03
EMC,Noturus,gyrinus,41,N.gyrinus,2017-11-03
EMC,Noturus,gyrinus,39,N.gyrinus,2017-11-03
EMC,Noturus,gyrinus,48,N.gyrinus,2017-11-03
EMC,Noturus,gyrinus,38,N.gyrinus,2017-11-03
EMC,Noturus,gyrinus,62,N.gyrinus,2017-11-03
EMC,Noturus,gyrinus,37,N.gyrinus,2017-11-03
EMC,Pimephales,vigilax,29,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,38,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,36,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,42,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,49,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,34,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,47,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,35,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,52,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,41,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,48,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,37,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,37,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,41,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,39,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,32,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,32,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,23,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,42,P.vigilax,2017-11-03
EMC,Pimephales,vigilax,47,P.vigilax,2017-11-03
EMC,Pylodictis,olivaris,333,P.olivaris,2017-11-03
WMC,Cyprinella,venusta,54,C.venusta,2017-11-03
WMC,Cyprinella,venusta,78,C.venusta,2017-11-03
WMC,Cyprinella,venusta,63,C.venusta,2017-11-03
WMC,Cyprinella,venusta,60,C.venusta,2017-11-03
WMC,Gambusia,affinis,19,G.affinis,2017-11-03
WMC,Gambusia,affinis,19,G.affinis,2017-11-03
WMC,Gambusia,affinis,32,G.affinis,2017-11-03
WMC,Gambusia,affinis,31,G.affinis,2017-11-03
WMC,Gambusia,affinis,22,G.affinis,2017-11-03
WMC,Gambusia,affinis,26,G.affinis,2017-11-03
WMC,Gambusia,affinis,33,G.affinis,2017-11-03
WMC,Gambusia,affinis,28,G.affinis,2017-11-03
WMC,Gambusia,affinis,23,G.affinis,2017-11-03
WMC,Gambusia,affinis,22,G.affinis,2017-11-03
WMC,Gambusia,affinis,32,G.affinis,2017-11-03
WMC,Gambusia,affinis,32,G.affinis,2017-11-03
WMC,Gambusia,affinis,34,G.affinis,2017-11-03
WMC,Gambusia,affinis,33,G.affinis,2017-11-03
WMC,Gambusia,affinis,34,G.affinis,2017-11-03
WMC,Gambusia,affinis,26,G.affinis,2017-11-03
WMC,Gambusia,affinis,25,G.affinis,2017-11-03
WMC,Gambusia,affinis,29,G.affinis,2017-11-03
WMC,Gambusia,affinis,31,G.affinis,2017-11-03
WMC,Gambusia,affinis,22,G.affinis,2017-11-03
WMC,Lepisosteus,oculatus,311,L.oculatus,2017-11-03
WMC,Lepisosteus,oculatus,440,L.oculatus,2017-11-03
WMC,Lepisosteus,oculatus,350,L.oculatus,2017-11-03
WMC,Lepisosteus,oculatus,512,L.oculatus,2017-11-03
WMC,Lepomis,gulosus,59,L.gulosus,2017-11-03
WMC,Lepomis,gulosus,37,L.gulosus,2017-11-03
WMC,Lepomis,macrochirus,71,L.macrochirus,2017-11-03
WMC,Lepomis,macrochirus,58,L.macrochirus,2017-11-03
WMC,Lepomis,megalotis,91,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,49,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,63,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,51,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,55,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,59,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,59,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,63,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,52,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,46,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,72,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,62,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,82,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,59,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,33,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,58,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,62,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,90,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,99,L.megalotis,2017-11-03
WMC,Lepomis,megalotis,41,L.megalotis,2017-11-03
WMC,Lepomis,microlophus,51,L.microlophus,2017-11-03
WMC,Lepomis,microlophus,47,L.microlophus,2017-11-03
WMC,Lepomis,microlophus,59,L.microlophus,2017-11-03
WMC,Lepomis,microlophus,43,L.microlophus,2017-11-03
WMC,Lepomis,microlophus,54,L.microlophus,2017-11-03
WMC,Lepomis,miniatus,56,L.miniatus,2017-11-03
WMC,Lepomis,miniatus,34,L.miniatus,2017-11-03
WMC,Lepomis,miniatus,48,L.miniatus,2017-11-03
WMC,Lepomis,miniatus,72,L.miniatus,2017-11-03
WMC,Notropis,texanus,39,N.texanus,2017-11-03
WMC,Notropis,texanus,41,N.texanus,2017-11-03
GC,Etheostoma,gracile,50,E.gracile,2017-11-04
GC,Etheostoma,gracile,46,E.gracile,2017-11-04
GC,Fundulus,chrysotus,44,F.chrysotus,2017-11-04
GC,Fundulus,chrysotus,32,F.chrysotus,2017-11-04
GC,Fundulus,chrysotus,44,F.chrysotus,2017-11-04
GC,Fundulus,chrysotus,47,F.chrysotus,2017-11-04
GC,Fundulus,chrysotus,37,F.chrysotus,2017-11-04
GC,Fundulus,chrysotus,40,F.chrysotus,2017-11-04
GC,Gambusia,affinis,35,G.affinis,2017-11-04
GC,Gambusia,affinis,36,G.affinis,2017-11-04
GC,Gambusia,affinis,30,G.affinis,2017-11-04
GC,Gambusia,affinis,28,G.affinis,2017-11-04
GC,Gambusia,affinis,21,G.affinis,2017-11-04
GC,Gambusia,affinis,28,G.affinis,2017-11-04
GC,Gambusia,affinis,30,G.affinis,2017-11-04
GC,Gambusia,affinis,30,G.affinis,2017-11-04
GC,Gambusia,affinis,24,G.affinis,2017-11-04
GC,Gambusia,affinis,32,G.affinis,2017-11-04
GC,Gambusia,affinis,40,G.affinis,2017-11-04
GC,Gambusia,affinis,32,G.affinis,2017-11-04
GC,Gambusia,affinis,36,G.affinis,2017-11-04
GC,Gambusia,affinis,27,G.affinis,2017-11-04
GC,Gambusia,affinis,28,G.affinis,2017-11-04
GC,Gambusia,affinis,34,G.affinis,2017-11-04
GC,Gambusia,affinis,28,G.affinis,2017-11-04
GC,Gambusia,affinis,35,G.affinis,2017-11-04
GC,Gambusia,affinis,26,G.affinis,2017-11-04
GC,Gambusia,affinis,39,G.affinis,2017-11-04
GC,Lepomis,auritius,92,L.auritius,2017-11-04
GC,Lepomis,gulosus,47,L.gulosus,2017-11-04
GC,Lepomis,gulosus,55,L.gulosus,2017-11-04
GC,Lepomis,gulosus,43,L.gulosus,2017-11-04
GC,Lepomis,gulosus,55,L.gulosus,2017-11-04
GC,Lepomis,macrochirus,65,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,46,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,41,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,45,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,36,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,44,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,52,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,51,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,55,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,53,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,35,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,45,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,50,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,73,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,50,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,98,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,76,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,45,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,65,L.macrochirus,2017-11-04
GC,Lepomis,macrochirus,39,L.macrochirus,2017-11-04
GC,Lepomis,megalotis,49,L.megalotis,2017-11-04
GC,Lepomis,megalotis,59,L.megalotis,2017-11-04
GC,Lepomis,megalotis,58,L.megalotis,2017-11-04
GC,Lepomis,megalotis,70,L.megalotis,2017-11-04
GC,Lepomis,megalotis,83,L.megalotis,2017-11-04
GC,Lepomis,megalotis,70,L.megalotis,2017-11-04
GC,Lepomis,megalotis,59,L.megalotis,2017-11-04
GC,Lepomis,megalotis,49,L.megalotis,2017-11-04
GC,Lepomis,megalotis,56,L.megalotis,2017-11-04
GC,Lepomis,megalotis,32,L.megalotis,2017-11-04
GC,Lepomis,megalotis,67,L.megalotis,2017-11-04
GC,Lepomis,megalotis,61,L.megalotis,2017-11-04
GC,Lepomis,megalotis,51,L.megalotis,2017-11-04
GC,Lepomis,megalotis,46,L.megalotis,2017-11-04
GC,Lepomis,megalotis,51,L.megalotis,2017-11-04
GC,Lepomis,megalotis,50,L.megalotis,2017-11-04
GC,Lepomis,megalotis,45,L.megalotis,2017-11-04
GC,Lepomis,megalotis,47,L.megalotis,2017-11-04
GC,Lepomis,megalotis,51,L.megalotis,2017-11-04
GC,Lepomis,megalotis,45,L.megalotis,2017-11-04
GC,Micropterus,salmoides,127,M.salmoides,2017-11-04
GC,Notropis,texanus,52,N.texanus,2017-11-04
GC,Notropis,texanus,44,N.texanus,2017-11-04
GC,Notropis,texanus,53,N.texanus,2017-11-04
GC,Noturus,gyrinus,51,N.gyrinus,2017-11-04
GC,Pimephales,vigilax,32,P.vigilax,2017-11-04
SFC,Astyanax,mexicanus,50,A.mexicanus,2017-11-05
SFC,Astyanax,mexicanus,49,A.mexicanus,2017-11-05
SFC,Astyanax,mexicanus,55,A.mexicanus,2017-11-05
SFC,Cyprinella,lutrensis,31,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,40,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,44,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,30,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,24,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,31,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,32,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,35,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,35,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,35,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,38,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,28,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,36,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,44,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,34,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,43,C.lutrensis,2017-11-05
SFC,Cyprinella,lutrensis,33,C.lutrensis,2017-11-05
SFC,Cyprinodon,variegatus,34,C.variegatus,2017-11-05
SFC,Gambusia,affinis,31,G.affinis,2017-11-05
SFC,Gambusia,affinis,37,G.affinis,2017-11-05
SFC,Gambusia,affinis,24,G.affinis,2017-11-05
SFC,Gambusia,affinis,24,G.affinis,2017-11-05
